"content","cmp_code","eu_code"
"Wir wollen eine flächendeckende Breitbandversorgung bis zum Jahr 2018 sicherstellen, die es ermöglicht, Internet TV zu nutzen und Angebote wie Online Bankgeschäfte, Behördengänge oder telemedizinische Dienstleistungen online abzuwickeln.","411",NA
"Dazu wollen wir sicherstellen, dass der Breitbandausbau auch durch die Mittel der Europäischen Union förderfähig bleibt.","411",NA
"Mit Blick auf die besonderen Herausforderungen des ländlichen Raums unterstützen wir die Schaffung einer europäischen Koordinierungsstelle (Connecting Europe Facility), um die digitale Vernetzung zu unterstützen.","108",NA
"Beim Ausbau heben wir keine Technologie hervor, da dies die weitere Verbreitung der Breitbandinfrastruktur in seiner Vielfältigkeit gefährden würde.","411",NA
"Nur durch die Nutzung aller geeigneten Technologien, der kabelgebundenen Infrastruktur ebenso wie leistungsstarker Mobilfunktechnologien können wir dieses Ziel gemeinsam mit Unternehmen, Ländern und Kommunen erreichen.","411",NA
"Um die Leistungsfähigkeit des Funknetzes für die mobile Internetnutzung zu erhöhen, wollen wir die beim Wechsel von analoger auf digitale Technik freiwerdenden Frequenzen des Rundfunks (sog. „Digitale Dividende II“) besser nutzen.","411",NA
"Wir sehen eine besondere Aufgabe für die Politik, durch geeignete Rahmenbedingungen sicherzustellen, dass der ländliche Raum ausreichend und gleichwertig mit schnellem Internet versorgt wird.","503",NA
"Zugang zum drahtlosen Internet – WLAN-Netz ausbauen",NA,NA
"Jeder Vierte greift heute bereits von unterwegs mobil auf das Internet zu.","411",NA
"Darin liegt eine große Chance für neue Dienstleistungen und Geschäftsideen.","411",NA
"Deshalb wollen wir auch in Deutschland die Voraussetzungen schaffen, damit gerade in den Städten mobiles Internet über WLAN für jeden verfügbar wird.","411",NA
"Wir setzen uns dafür ein, gesetzliche Grundlagen für die Nutzung dieser offenen Netze und deren Anbieter zu schaffen.","411",NA
"Digitale Wirtschaft – Industrie 4.0",NA,NA
"Die Internetwirtschaft ist inzwischen ein Wachstumstreiber unserer Wirtschaft geworden:","411",NA
"Sie zählt zu den größten privaten Arbeitgebern in Deutschland.","411",NA
"Mit ihren umfassenden Lösungen ist die Informations-und Kommunikationstechnik (IKT) schon jetzt zur Schlüsseltechnologie des 21. Jahrhunderts geworden.","411",NA
"Sie ist Quelle neuer Ideen und Treiber für neue Industrieprodukte.","411",NA
"Die Wettbewerbsfähigkeit der deutschen Industrie hängt deshalb maßgeblich von der gelungenen Verschmelzung von ITK mit klassischen Industriegütern ab, die sogenannte Industrie 4.0.","411",NA
"Gerade in den traditionellen Wirtschaftsbereichen wird die Digitalisierung immer stärker zum Wachstumsmotor.","411",NA
"Hinter Stichworten wie „Cloud Computing“, „Big Data“, „Smart Grids“, „E-Health“ verbirgt sich eine globale Entwicklung mit ungeheurer Dynamik, die unsere Wirtschaft und unsere Gesellschaft nachhaltig verändern werden.","411",NA
"Wir wollen im Interesse zukünftiger Wachstums-und Beschäftigungschancen die Weichen dafür stellen, dass deutsche Unternehmen eine gestaltende Rolle bei dieser Entwicklung spielen.","411",NA
"Die digitalen Technologien eröffnen viele neue Möglichkeiten:","411",NA
"Für private Internetnutzer, für eine menschliche Arbeitswelt bis hin zur Industrie.","411",NA
"Diese Perspektiven wollen wir erforschen und für die Gesellschaft nutzen.","411",NA
"Deshalb greifen wir das Thema Digitalisierung gezielt in der Forschung auf.","411",NA
"Dazu werden wir die Forschung zu neuen Entwicklungen wie „Cloud-Computing“ und „Big-Data“ verstärken und Zukunftskonzepte für die Industrie 4.0 entwickeln.","411",NA
"Datenpolitik",NA,NA
"Wir wollen hin zu einer verantwortungsbewussten Datenpolitik.","201",NA
"Sie soll die Menschen weiterhin in ihrer Privatsphäre schützen.","201",NA
"Sie soll zugleich die verantwortungsbewusste Nutzung von Daten für die Umsetzung neuer innovativer Projekte ermöglichen.","401",NA
"Wenn in einem weltweiten digitalen Netz in Zukunft Maschinen und Alltagsgegenstände beginnen, miteinander Informationen auszutauschen („Internet der Dinge“), soll dies auf der Grundlage eines zeitgemäßen Datenschutzes erfolgen.","201",NA
"Wir werden uns deshalb dafür einsetzen, dass die Überarbeitung des Europäischen Datenschutzrechts diese aktuelle Entwicklung berücksichtigt.","201",NA
"Wenn Software, Speicher und Rechenkapazitäten im Rahmen des sog. „Cloud Computing“ über das Internet abgerufen werden, müssen auf die damit verbundenen Fragestellungen Antworten gefunden werden.","201",NA
"Wir wollen Deutschland zu einem attraktiven Datenstandort entwickeln, an dem gezielt die Nutzung von Daten gefördert wird","411",NA
"und der gleichzeitig die Interessen der Nutzer am Schutz ihrer Daten sicherstellt.","201",NA
"Die von uns gegründete Stiftung Datenschutz soll dabei einen wichtigen Beitrag zur Information der Bürger über den Umgang mit Daten leisten.","201",NA
"Querschnittsaufgabe Digitalisierung",NA,NA
"Wir sehen, dass die stärkere Nutzung digitaler Technologien mit vielen Fragen verbunden ist, die ganz unterschiedliche Bereiche betreffen.","0",NA
"Um für diese politische Querschnittsaufgabe die richtigen Antworten zu finden, brauchen wir eine vernetzte Strategie.","404",NA
"Mit der Digitalisierung wandeln sich gesetzliche Anforderungen in vielen Bereichen, zum Beispiel im Datenschutz und im Urheberrecht.","0",NA
"Auch müssen spezifische netzpolitische Fragen darauf geprüft werden, ob der Gesetzgeber handeln muss, zum Beispiel zur Sicherung der Netzneutralität.","0",NA
"Mit einer modernen Gesetzgebung und passenden Strukturen in Politik und Verwaltung wollen wir dafür sorgen, dass in Deutschland ein geeigneter Rechtsrahmen für die digitale Gesellschaft geschaffen wird.","303",NA
"Gesetzesvorhaben sollen daraufhin geprüft werden, ob sie den Anforderungen der fortschreitenden Digitalisierung gerecht werden.","303",NA
"Wir brauchen eine regelmäßige Bestandsaufnahme, wo wir in der digitalen Gesellschaft in Deutschland stehen.","303",NA
"Deshalb wollen wir ein digitales Weißbuch, in dem der Stand der Digitalisierung dargestellt wird und das damit eine Grundlage für eine intensive gesellschaftliche Auseinandersetzung schafft.","202",NA
"3.8 Zukunft Ost – Chancen für das ganze Deutschland",NA,NA
"Fast ein Vierteljahrhundert liegt der Fall der Mauer zurück.","601",NA
"Eine ganze Generation junger Menschen ist bereits im wiedervereinigten Deutschland aufgewachsen.","601",NA
"Diese Jahrgänge konnten frei ins Leben treten, weil ihre Eltern-und Großeltern mit einer friedlichen Revolution die Diktatur der SED zum Einsturz gebracht haben.","601",NA
"Diese junge Generation erlebt, wie sich Berlin, Brandenburg, Mecklenburg-Vorpommern, Sachsen, Sachsen-Anhalt und Thüringen zu starken Regionen in der Mitte Europas entwickeln:","601",NA
"Mit modernen Unternehmen, leistungsfähigen Forschungsstrukturen und erfolgreichen Unternehmensansiedlungen.","601",NA
"In exzellenten Bildungs-und Hochschuleinrichtungen haben junge Menschen aus Ost und West eine gute Ausbildung bekommen.","601",NA
"Dennoch sind die Folgen der Teilung auch heute noch spürbar.","601",NA
"Die Arbeitslosigkeit liegt deutlich höher als in Westdeutschland.","701",NA
"Vor allem in den ländlichen, strukturschwachen Regionen sind die Folgen der negativen Bevölkerungsentwicklung deutlich zu spüren.","503",NA
"Die Zahl der Großunternehmen mit eigenem Standort zwischen Oder, Ostsee, Harz und Erzgebirge ist weiterhin gering.","408",NA
"Deshalb bleibt es richtig, die wirtschaftlichen Kräfte in den neuen Ländern zu stärken.","408",NA
"Deswegen auch wollen wir die Schaffung neuer, hoch qualifizierter Arbeitsplätze weiter unterstützen.","701",NA
"Für CDU und CSU steht fest: Wir geben den Herausforderungen der neuen Länder auch in den kommenden Jahren einen besonderen Stellenwert in unserer Politik.","503",NA
"Solidarpakt hilft",NA,NA
"Wir wollen eine stabile und positive wirtschaftliche Entwicklung in den neuen Ländern erreichen.","410",NA
"Die Mittel aus dem Solidarpakt II sind dafür unverzichtbar.","301",NA
"Wir stehen zu den Zusagen und werden die Vorgaben des Solidarpakts verlässlich erfüllen.","301",NA
"Auch auf europäischer Ebene setzen wir uns dafür ein, dass der Aufbau Ost weiterhin unterstützt wird.","503",NA
"Wirtschaftsförderung bleibt auf der Tagesordnung",NA,NA
"Der Osten unseres Landes leidet noch immer an der Zerstörung seiner wirtschaftlichen Leistungskraft durch den Sozialismus.","402",NA
"Ein Symbol dafür ist, dass es dort trotz der großen industriellen Tradition nach wie vor zu wenige Unternehmenszentralen gibt.","402",NA
"Das wollen wir überwinden helfen.","402",NA
"Auch die internationale Verflechtung der Unternehmen werden wir weiterhin unterstützen.","402",NA
"Unser Ziel bleibt die Steigerung der Wettbewerbsfähigkeit durch eine auf die speziellen Bedürfnisse der neuen Länder zugeschnittene Förderung von Forschung und Entwicklung.","411",NA
"Wir wollen weiter arbeiten für eine verlässliche Förderung im Rahmen der Gemeinschaftsaufgabe „Regionale Wirtschaftsstruktur“","402",NA
"sowie für wettbewerbsfähige Beihilfesätze für Schlüsselindustrien wie die Werften an der Ostseeküste und die Mikroelektronik in Sachsen.","402",NA
"Die Wirtschaftsfördergesellschaften der neuen Länder sollen bei der Erschließung internationaler Märkte und der Gewinnung geeigneter Investoren seitens der Germany Trade & Invest Gesellschaft weiterhin unterstützt werden.","402",NA
"Forschung in den neuen Ländern steigern",NA,NA
"Der Osten der Bundesrepublik ist seit der Wiedervereinigung zu einem attraktiven Wissenschaftsstandort geworden, dessen Leistungsfähigkeit den Aufschwung in den neuen Ländern nachhaltig befördert und gestärkt hat.","411",NA
"Diese Erfolgsgeschichte wollen wir mit dem Programm „Unternehmen Region“ und mit der Initiative „Zwanzig20“ fortschreiben.","411",NA
"Zudem wollen wir die Zusammenarbeit zwischen Wirtschaft und Wissenschaft bei aussichtsreichen Zukunftstechnologien verbessern.","411",NA
"Auf diesem Weg wollen wir neue Arbeitsplätze und Wachstum in Berlin, Brandenburg, Mecklenburg-Vorpommern, Sachsen-Anhalt, Sachsen und Thüringen schaffen.","701",NA
"Infrastruktur gesamtdeutsch und paneuropäisch ausrichten",NA,NA
"Der Ausbau der Infrastruktur ist zentrale Voraussetzung für eine gute Wirtschaftsentwicklung in den neuen Ländern.","411",NA
"Um den Aufbau Ost zum Abschluss zu bringen, gilt es die letzten großen Infrastrukturungleichgewichte zwischen Ost und West zu beseitigen.","411",NA
"Wir wollen deshalb leistungsfähige Anbindungen der See-und Binnenhäfen, Flughäfen und Wirtschaftszentren an das nationale, europäische und internationale Verkehrsnetz schaffen.","411",NA
"Unser Ziel bleibt, die neuen Länder bestmöglich zu vernetzen.","411",NA
"Die Transeuropäischen Netze mit der wichtigen Achse von der Ostsee bis an die Adria und das Schwarze Meer müssen dafür mit Nachdruck verwirklicht werden.","411",NA
"In einer guten Zusammenarbeit gerade der neuen Länder mit den mittel-und osteuropäischen Ländern liegen besondere wirtschaftliche Möglichkeiten, die für ganz Deutschland von Vorteil sind.","107",NA
"Deswegen wollen wir sie nutzen.","107",NA
"Bevölkerungswandel nicht hinnehmen, sondern gestalten",NA,NA
"Der Bevölkerungswandel kommt im Osten Deutschlands früher und tiefgreifender zum Tragen als in den westlichen Ländern.","0",NA
"In einigen Regionen der neuen Länder wird sich die Bevölkerungsdichte bis 2020 im Vergleich zu 1989 halbiert haben.","0",NA
"Das kann das Land nicht unverändert lassen.","0",NA
"Hier wurden bereits vielfältige Erfahrungen in diesem Wandlungsprozess gesammelt und Schlussfolgerungen gezogen.","301",NA
"Wir unterstützen daher die zunehmende Zusammenarbeit von Kommunen und weiteren Verantwortlichen.","301",NA
"Wir wollen die Kommunen und Akteure vor Ort stärken und sehen sie als wichtige Schlüssel bei der Bewältigung der Folgen des Bevölkerungsrückgangs.","301",NA
"Viele dieser Erfahrungen sind in die Demografiestrategie der Bundesregierung eingeflossen.","301",NA
"Wir wollen auf der Grundlage dieser Erkenntnisse nunmehr konkrete Projekte umsetzen.","305",NA
"Gerade in den neuen Ländern wollen wir erproben und zeigen, wie eine Gesellschaft mit geringerer Bevölkerungszahl und einem höheren Anteil älterer Menschen eine leistungsfähige Infrastruktur erhalten kann.","706",NA
"Dabei setzen wir auf sinnvolle neue technische Möglichkeiten","411",NA
"ebenso wie auf neue Formen der Mobilität,","411",NA
"Bildung,","506",NA
"Pflege und der gesamten sozialen und familiennahen Infrastruktur.","504",NA
"Die dabei gewonnenen Erkenntnisse werden auch für die betroffenen Regionen im Westen Deutschlands hilfreich sein.","0",NA
"Rentenangleichung kommt voran – Besonderheiten weiter berücksichtigen",NA,NA
"Eine der wesentlichen Entscheidungen von CDU und CSU zur Vollendung der Deutschen Einheit war es, die ostdeutschen Rentner und Arbeitnehmer in die gesamtdeutsche Rentenversicherung einzubeziehen.","305",NA
"Dies ist eine eindrucksvolle gesamtdeutsche Solidaritätsleistung.","503",NA
"Die Rentenanpassung in diesem Jahr zeigt, dass eine Angleichung der Renten in Ost und West mit dem geltenden Recht zu erreichen ist.","503",NA
"Die gestärkte Wirtschaft im Osten führt voraussichtlich auch in den kommenden Jahren zu weiteren Anpassungsschritten, die dazu führen werden, dass das jetzige Niveau von 92 Prozent des Westniveaus sich rasch weiterentwickeln wird.","504",NA
"Dies wollen wir nicht gefährden.","504",NA
"Daher halten wir an der Rentenberechnung nach geltendem Recht fest.","504",NA
"Aufarbeitung SED-Unrecht fortsetzen",NA,NA
"Wir setzen uns dafür ein, dass der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR seiner Aufgabe auch künftig uneingeschränkt nachkommen kann.","502",NA
"Die umfassende Aufdeckung des Geschehenen schulden wir nicht nur den Opfern und ihren Angehörigen, sondern auch den nachfolgenden Generationen.","502",NA
"Die Arbeit der Stiftung Aufarbeitung der SED-Diktatur ist aus unserer Sicht unverzichtbar sowohl für die Erforschung und Aufarbeitung als auch zur Unterstützung der Opfer.","502",NA
"Nicht zuletzt dient sie der Wissensvermittlung.","506",NA
"Insbesondere die junge Generation muss wissen, wie die Diktatur in der DDR funktionierte.","506",NA
"Wir wollen daher auch in den kommenden Jahren sicherstellen, dass die Stiftung Aufarbeitung ihre verdienstvolle Arbeit weiter fortführen kann.","502",NA
"Bis heute konnten fast 50 000 Opfer des SED-Regimes von der durch die unionsgeführte Bundesregierung geschaffenen Ehrenpension profitieren.","705",NA
"In der laufenden Wahlperiode haben wir zahlreiche Verbesserungen zugunsten der SED-Opfer umgesetzt.","705",NA
"In der nächsten Wahlperiode werden wir prüfen, ob eine Anpassung der Opferpensionen angesichts der Rentenerhöhungen der letzten Jahre möglich ist.","705",NA
"Kultur",NA,NA
"Mit dem Freiheits-und Einheitsdenkmal, das auf der Berliner Schlossfreiheit errichtet wird, erinnern wir dauerhaft an das Geschenk der Deutschen Einheit.","502",NA
"Zugleich werden wir dem gewaltfreien Widerstand des Herbstes 1989 in Leipzig ein eigenes Gesicht geben und an die auf den Montagsdemonstrationen nach Freiheit strebenden Menschen mit einem Denkmal erinnern.","502",NA
"Mit dem Programm „Invest Ost – Investitionen für nationale Kultureinrichtungen in Ostdeutschland“ haben wir in vielen Regionen kulturelle „Leuchttürme“ geschaffen, die bundesweit beachtet werden.","502",NA
"CDU und CSU sprechen sich für eine Fortführung des Programms aus.","502",NA
"4. Deutschlands Zusammenhalt stärken",NA,NA
"4.1 Familien fördern – in jeder Lebenssituation",NA,NA
"Ehe und Familie sind das Fundament unserer Gesellschaft.","603",NA
"Familie und Kinder gehören für die große Mehrheit der Frauen und Männer in unserem Land zu einem glücklichen Leben.","603",NA
"In der Familie suchen und finden Menschen Liebe, Geborgenheit und gegenseitige Unterstützung.","603",NA
"Auch in Ehen, die ohne Kinder bleiben, übernehmen Männer und Frauen dauerhaft füreinander Verantwortung.","603",NA
"Wir bekennen uns zum Verfassungsgebot der besonderen Förderung von Ehe und Familie.","203",NA
"Die Diskriminierung anderer Formen der Partnerschaft, auch gleichgeschlechtlicher Lebenspartnerschaften, lehnen wir ab.","604",NA
"Wir wissen, dass auch in solchen Beziehungen Werte gelebt werden, die grundlegend für unsere Gesellschaft sind.","604",NA
"CDU und CSU wollen Ehe und Familie stärken und mit guten Rahmenbedingungen dazu beitragen, dass die Menschen ihren Wunsch nach Kindern und Familie verwirklichen können.","603",NA
"Familien finanziell besser fördern",NA,NA
"Dazu gehört die finanzielle Entlastung und Förderung von Familien, die wir weiter verbessern wollen.","603",NA
"CDU und CSU bekennen sich zur Ehe als Kern der Familie.","603",NA
"Deshalb werden wir das Ehegattensplitting erhalten.","603",NA
"Zusätzlich wollen wir, dass Familien mit Kindern noch besser gefördert werden.","504",NA
"Deshalb wollen wir im Sinne eines Familiensplittings die steuerliche Berücksichtigung von Kindern schrittweise auf den für Erwachsene geltenden Freibetrag anheben.","504",NA
"Zugleich werden wir das Kindergeld ebenso wie den Kinderzuschlag erhöhen.","504",NA
"Wir legen ein besonderes Augenmerk auf die Bedürfnisse von Alleinerziehenden, denen wir gezielt Rechnung tragen wollen.","504",NA
"Familienfreundliche Arbeitswelt",NA,NA
"Ein ebenso zentraler Punkt für Familien ist der Faktor Zeit.","603",NA
"Eltern brauchen Zeit für ihre Kinder.","603",NA
"Nachhaltige Familienpolitik heißt für CDU und CSU deshalb, mehr Zeit für Familie zu ermöglichen.","603",NA
"Wir wollen eine familienfreundliche Arbeitswelt.","701",NA
"Deshalb unterstützen wir Unternehmen dabei, Arbeitsplätze besser auf die Bedürfnisse von Familien anzupassen.","701",NA
"Dazu zählen flexible Arbeitszeiten,","701",NA
"Teilzeit und Telearbeit","701",NA
"wie auch Betriebs-Kitas und die Zusammenarbeit mit Kinderbetreuungseinrichtungen mit flexiblen Betreuungszeiten.","504",NA
"Wir sind überzeugt, dass Modelle, bei denen beide Elternteile eine sogenannte vollzeitnahe Teilzeit – also gut 30 Stunden pro Woche – arbeiten, auch in Deutschland noch öfter möglich sind.","701",NA
"Zu einer familienfreundlichen Arbeitswelt gehört auch, dass familienbedingte Auszeiten nicht zum Karrierehemmnis werden und ein Wiedereinstieg gut möglich ist.","701",NA
"Deshalb wollen wir gemeinsam mit den Arbeitgebern nach Möglichkeiten suchen, wie Beschäftigte auch während der Familienphase ihre Fachkenntnisse und Fertigkeiten in Weiterbildungsmaßnahmen erhalten und verbessern können.","411",NA
"Dies wollen wir durch ein „Wiedereinstiegs-BAföG“ unterstützen, insbesondere in Wirtschaftszweigen, in denen Fachkenntnisse und berufliches Wissen ständig Neuerungen unterliegen.","411",NA
"Familie und Beruf zeitlich besser miteinander zu vereinbaren, kann auch durch Unterstützung im Haushalt erleichtert werden.","603",NA
"Dazu werden wir für Familien die Inanspruchnahme von haushaltsund familienunterstützenden Dienstleistungen weiter erleichtern.","603",NA
"Unterstützung für Kinder chronisch kranker Eltern",NA,NA
"Wir wollen die Unterstützung für Kinder von seelisch oder körperlich chronisch kranken Eltern verbessern.","504",NA
"Eine Möglichkeit kann hier in der Förderung von Patenschaftsprogrammen bestehen.","606",NA
"Wahlfreiheit für Familien",NA,NA
"Wir sind davon überzeugt, dass Eltern am besten entscheiden können, wie sie ihre familiäre Lebenssituation, ihre Berufstätigkeit und den Alltag ihrer Familie gestalten.","201",NA
"Deswegen finden alle Mütter und Väter unsere Anerkennung und Unterstützung.","201",NA
"Ziel unserer Politik ist es, die Voraussetzungen dafür zu schaffen, dass sie ihre Vorstellungen auch umsetzen können.","201",NA
"Im Zentrum aller Bemühungen muss dabei das Wohl des Kindes stehen.","706",NA
"Die meisten Eltern wollen ihr Kind gerade im ersten Lebensjahr zu Hause betreuen.","603",NA
"Um das besser zu ermöglichen, haben CDU und CSU das Elterngeld eingeführt.","504",NA
"Wir wollen, dass Eltern noch mehr Freiräume bei der Gestaltung der Elternzeit haben.","504",NA
"Deshalb wollen wir ein Teilelterngeld einführen, das bis zu 28 Monate bezogen werden kann.","504",NA
"Allen berufstätigen Großeltern wollen wir mit einer Großelternzeit künftig die Möglichkeit eröffnen, ihre Erwerbstätigkeit zu unterbrechen oder zu verringern, damit sie sich um ihre Enkel kümmern können.","701",NA
"Gerade junge Eltern, die beruflich noch Fuß fassen müssen, sollen so zeitlich entlastet werden.","701",NA
"Wir haben den Rechtsanspruch auf einen Betreuungsplatz für unter dreijährige Kinder geschaffen.","504",NA
"Das macht deutlich: Für uns ist der Wille der Eltern entscheidend.","201",NA
"Wir treiben den Ausbau von Kindertagesstätten weiter entschlossen voran.","504",NA
"Auch am Ausbau der Kinderbetreuung wollen wir gemeinsam mit Ländern, Städten und Gemeinden weiterarbeiten.","504",NA
"Dazu gehört beispielsweise auch, 24-Stunden-Kitas und andere flexible Betreuungsangebote einzurichten, um Eltern mit wechselnden Arbeitszeiten die Vereinbarkeit von Familie und Beruf zu erleichtern.","504",NA
"Diejenigen Eltern, die für ihre Kinder auch im zweiten und dritten Lebensjahr keine öffentlich geförderte Kinderbetreuung in Anspruch nehmen wollen, unterstützen wir mit dem Betreuungsgeld und leisten damit einen wichtigen Beitrag zur Wahlfreiheit.","504",NA
"Auch die Förderung von Sprachkenntnissen ist für uns zentral.","506",NA
"Deshalb wollen wir Schwerpunkt-Kitas sowie die Ausbildung von Erzieherinnen und Erziehern weiterhin unterstützen.","506",NA
"Das Angebot an Tagesmüttern und in der Kindertagespflege wollen wir quantitativ und qualitativ weiter verbessern.","506",NA
"Ebenso gilt es, qualifizierte Betreuungseinrichtungen für Schulkinder weiter auszubauen.","506",NA
"Lebenszeitpolitik – Mehr Zeit für Familie und Bildung ermöglichen",NA,NA
"Mit einer neuen Lebenszeitpolitik wollen wir bessere Möglichkeiten eröffnen, um berufliche Auszeiten zur Erziehung von Kindern, zur Weiterbildung, aber auch für die Pflege der eigenen Eltern oder anderer Angehöriger zu ermöglichen.","701",NA
"Die von CDU und CSU eingeführte Familienpflegezeit war ein erster großer Schritt auf diesem Weg.","701",NA
"Wir sehen auch, dass in einer wachsenden Zahl von Unternehmen und Branchen – wie beispielsweise in der Chemieindustrie – bereits Vereinbarungen getroffen wurden, um die Vereinbarkeit von beruflichen und persönlichen Aufgaben zu verbessern.","701",NA
"Wir ermuntern die Tarifvertragsparteien diesen Vorbildern zu folgen und individuelle, branchenbezogene Lösungen zu suchen.","701",NA
"Wir wollen diese Bemühungen unterstützen, indem wir prüfen, wie die Attraktivität und Verbreitung von Lebensarbeitszeitkonten erhöht werden kann.","405",NA
"4.2 Frauen – Kompetenzen stärker nutzen und Chancen eröffnen Kompetenzen von Frauen besser nutzen",NA,NA
"Der Anteil berufstätiger Frauen ist bei uns seit 2005 deutlich gestiegen, stärker als in jedem anderen Land der Europäischen Union.","706",NA
"Das ist eine gute Entwicklung für Deutschland.","706",NA
"Denn wir sind überzeugt: Wir haben bessere Chancen, ein wirtschaftlich erfolgreiches Land zu bleiben, wenn Frauen und Männer, Jüngere und Ältere, Einheimische und Zugewanderte ihre Kompetenzen und Fähigkeiten gleichermaßen in den Betrieben einbringen.","503",NA
"Unser Ziel sind gleichwertige Chancen für alle – unabhängig von Geschlecht, Alter oder Hautfarbe.","503",NA
"Dazu gehört, dass Frauen und Männer für gleiche Arbeit den gleichen Lohn bekommen.","503",NA
"Deshalb unterstützen CDU und CSU die Durchsetzung des Anspruchs von Frauen auf gleiche Bezahlung für gleiche Arbeit.","503",NA
"Ebenso werden wir prüfen, gesetzliche Transparenzpflichten einzuführen, um Entgeltgleichheit von Frauen und Männern zu erreichen.","503",NA
"Gerade bei jungen Frauen, die eine Ausbildung oder ein Studium beginnen, wollen wir für Berufe werben, die bislang als typische „Männerberufe“ gelten.","706",NA
"Auch das kann zu besseren Chancen auf dem Arbeitsmarkt führen.","503",NA
"Eine bessere Bezahlung in Berufen, die besonders häufig von Frauen ausgeübt werden, kann zu mehr Lohngleichheit führen.","503",NA
"CDU und CSU haben einen Mindestlohn in der Pflege eingeführt und auch damit zu mehr Lohngleichheit beigetragen.","412",NA
"Ziel muss es sein, die Arbeit in der Pflege, Betreuung und frühkindlichen Bildung weiter aufzuwerten, auch in der Bezahlung.","701",NA
"Gerade Frauen sind oft in Teilzeit beschäftigt, obwohl sie gerne in größerem Umfang arbeiten würden.","503",NA
"CDU und CSU wollen das gemeinsam mit den Sozialpartnern im Interesse von Beschäftigten und Unternehmen ändern.","405",NA
"Dabei werden wir einen Schwerpunkt darauf setzen, die Rückkehr aus einer Familienphase oder von der Teilzeit-zur Vollzeitbeschäftigung zu erleichtern.","503",NA
"Wir wollen Frauen und Männern nach einer Erziehungs-oder Pflegephase die Rückkehr in Vollzeit mit Hilfe eines Rechtsanspruchs ermöglichen.","701",NA
"Anteil von Frauen in Führungspositionen erhöhen",NA,NA
"Wir wollen, dass mehr Frauen in Führungsverantwortung kommen–in mittleren und höheren Führungspositionen ebenso wie in Vorständen und Aufsichtsräten.","503",NA
"Deshalb wollen wir die Erhöhung des Anteils von Frauen in Vorständen und Aufsichtsräten von Unternehmen gesetzlich regeln.","503",NA
"Dabei müssen Bund, Länder und Kommunen mit gutem Beispiel vorangehen, zum Beispiel in öffentlichen Betrieben, der Verwaltung oder bei der Besetzung von Aufsichts-und Verwaltungsräten.","503",NA
"Mit einer verpflichtenden „Flexi-Quote“ werden wir von den börsennotierten oder mitbestimmungspflichtigen Unternehmen fordern, eine verbindliche Frauenquote für Vorstand und Aufsichtsrat festzulegen.","503",NA
"Diese soll öffentlich ausgewiesen werden und darf nicht nachträglich nach unten berichtigt werden.","503",NA
"Zugleich werden wir gesetzlich regeln, dass ab dem Jahr 2020 eine feste Quote von 30 Prozent für Frauen in Aufsichtsratsmandaten von voll mitbestimmungspflichtigen und börsennotierten Unternehmen gilt.","503",NA
"4.3 Vielfalt bereichert – Willkommenskultur schaffen",NA,NA
"Deutschland ist ein erfolgreiches Integrationsland.","601",NA
"Wer unsere gemeinsamen Werte teilt, wer mit anpackt und unser Land voranbringen will, ist uns willkommen.","608",NA
"Erfolgreiche Zuwanderer zeigen, welche Chancen mit gelungener Integration verbunden sind.","608",NA
"Die ganz überwiegende Mehrheit der rund 15 Millionen Menschen mit Zuwanderungsgeschichte, die bei uns leben und arbeiten, leisten einen bedeutenden Beitrag zum Wohlstand und zur kulturellen Vielfalt unseres Landes.","607",NA
"CDU und CSU wollen Aufstiegswillen und Bereitschaft zur Mitgestaltung von Menschen, die in unser Land kommen, gezielt fördern.","607",NA
"Willkommenskultur für kluge Köpfe",NA,NA
"Im internationalen Wettbewerb um kluge Köpfe wollen wir weitere hochqualifizierte und leistungsbereite Menschen aus anderen Ländern für uns gewinnen.","705",NA
"Für sie und ihre Familien muss unser Land zum Leben und Arbeiten noch attraktiver werden.","705",NA
"Wir brauchen eine Kultur, die eine schnelle und erfolgreiche Integration ermöglicht.","608",NA
"Eine solche Willkommenskultur muss sichtbar und spürbar werden – beginnend bereits in den Herkunftsländern.","608",NA
"Damit sich Neuzuwanderer auf das Leben in Deutschland gut vorbereiten können, brauchen wir ausreichende Informationsangebote etwa zu Einreise, Schule und Beruf sowie zum Spracherwerb.","506",NA
"Wir wollen, dass Rathäuser zu „Willkommenszentren“ werden, die neue Zuwanderer in praktischen und rechtlichen Fragen für den erfolgreichen Einstieg in das Leben in Deutschland und den Start in den Berufsalltag unterstützen.","303",NA
"Kenntnisse und Fähigkeiten besser nutzen und fördern",NA,NA
"Menschen mit Zuwanderungsgeschichte verfügen vielfach über abgeschlossene Berufs-oder Hochschulausbildungen ihrer Heimatländer.","607",NA
"Dieses Potenzial liegt aber noch zu oft brach, während unserem Arbeitsmarkt zunehmend qualifizierte Fachkräfte fehlen.","411",NA
"Ein wichtiger Schritt um hier gegenzusteuern, ist das von CDU und CSU durchgesetzte Anerkennungsgesetz für im Ausland erworbene berufliche Abschlüsse, die nun einfacher und schneller anerkannt werden.","607",NA
