"content","cmp_code"
"Dabei ist für uns klar: Alle Jugendlichen, egal ob mit oder ohne Behinderung, mit oder ohne Migrationshintergrund, gleich welcher sexuellen Identität, gehören dazu.","503"
"4. Freiraum für Jugendliche",NA
"Wir stehen für eine emanzipatorische Jugendpolitik.","706"
"Das heißt ein Mehr an sozialer Gerechtigkeit,","503"
"Selbstverantwortlichkeit und Eigenständigkeit für Jugendliche.","201"
"Die Generation der heutigen Jugendlichen ist zutiefst gespalten.","503"
"Viele schauen mit Optimismus in ihre Zukunft, andere sind allerdings bereits überzeugt, auf der Schattenseite des Lebens zu stehen.","503"
"Die Chancenungleichheit, die in frühen Jahren durch ein leistungsschwaches Bildungssystem nicht ausgeglichen werden konnte, verbaut diesen jungen Menschen ihre Zukunft.","503"
"Hier muss kontinuierlich gestützt und gefördert werden.","503"
"Zudem sehen sich Jugendliche immer höherem Druck ausgesetzt: Bildung muss auf den Arbeitsmarkt vorbereiten, jede Minute Freizeit wird verplant und freie Zeit, die selbst gestaltet werden kann, wird zur Mangelware.","201"
"Dabei brauchen gerade junge Menschen Freiräume, um sich auszuprobieren.","201"
"Wir wollen jungen Menschen diese benötigten Freiräume wieder öffnen und streben dazu die dringend notwendige gesellschaftliche Auseinandersetzung an.","201"
"Jugendliche sind in besonderem Maße auf die Infrastruktur vor Ort angewiesen.","706"
"Vielfältige Jugendhilfeangebote, eine starke Jugendarbeit und die Unterstützung für Formen der Selbstorganisation ermöglichen jungen Menschen mehr Teilhabe.","504"
"Jugendliche brauchen diese Räume, um unter sich zu sein, sich zu treffen und auszutauschen, Räume, um sich zu entwickeln.","706"
"Alkoholverbote und Aufenthaltsverbote auf öffentlichen Plätzen lehnen wir ab.","604"
"Den individuellen Rechtsanspruch auf Hilfen zur Erziehung werden wir nicht antasten.","504"
"Wir werden die Hilfen zur Erziehung weiterentwickeln und mit Konzepten zur stärkeren Sozialraumorientierung und institutionellen Vernetzung verbinden.","504"
"Wir wollen die strukturellen und finanziellen Rahmenbedingungen von Jugendarbeit, Jugendverbandsarbeit, Jugendsozialarbeit und Beratungsstellen für junge Menschen sichern.","706"
"Dazu werden wir den Kinder- und Jugendplan des Bundes weiterentwickeln und ausbauen.","706"
"Denn Jugendarbeit ist auch Präventionsarbeit.","706"
"Jugendliche werden in vielen Jugendzentren unserer Kommunen von FreundInnen und aufmerksamen SozialarbeiterInnen aufgefangen und finden wieder Anschluss an Schule, Ausbildung, Beruf und Gesellschaft.","706"
"Nicht zuletzt deshalb wollen wir die Finanzlage der Kommunen verbessern.","301"
"Das Internet ist aus dem Alltag von Kindern und Jugendlichen nicht mehr wegzudenken.","506"
"Die Stärkung der Kompetenz im Umgang mit diesen Medien und der Sensibilität für den Schutz der eigenen Daten im Internet muss deshalb zur Arbeit aller, die junge Menschen begleiten, gehören.","506"
"5. Teilhabe und Selbstbestimmung im Alter",NA
"Es ist eine gute Nachricht, dass die Menschen immer älter werden und dabei immer länger gesund und agil bleiben.","706"
"Aber die Frage, wie wir noch möglichst gut leben, auch wenn wir alt sind, und wie wir unsere Geschicke auch selbst bestimmen können, wenn wir auf die Hilfe anderer angewiesen sind, beschäftigt trotzdem viele Menschen.","706"
"Teilhabe und Selbstbestimmung müssen aber bis ins hohe Alter möglich sein – trotz Einschränkung, die das Alter mit sich bringen kann.","503"
"Nötig sind deshalb mehr gesundheitliche Prävention und altersgerechte Arbeitsplätze,","701"
"ein Ausbau an Weiterbildungsangeboten,","411"
"aber auch eine Veränderung der Arbeitskultur, in der Erfahrungswissen der Älteren und Engagement der Jungen kombiniert werden, so dass viele Menschen bis zum Renteneintritt erwerbstätig bleiben können.","706"
"Angesichts des demografischen Wandels und des Mangels an Fachleuten ist es auch ein Gebot wirtschaftlicher Vernunft.","411"
"Tatsächlich aber drohen sinkende Reallöhne, prekäre Beschäftigung und negative Erwerbsanreize wie das Ehegattensplitting immer mehr Menschen, und vor allem Frauen, im Alter in die Armut zu schicken.","701"
"Einer sozialen Spaltung im Alter wollen wir entgegentreten mit einer Garantierente, die den langjährig Versicherten eine Rente oberhalb der Grundsicherung garantiert.","504"
"Die Teilhabe alter Menschen braucht aber mehr als materielle Absicherung:","504"
"Mobilitätskonzepte in Stadt und Land, die den Bedürfnissen unterschiedlicher Bevölkerungsgruppen entsprechen,","411"
"der barrierefreie Zugang zu Kultur","502"
"und eine erreichbare Gesundheitsinfrastruktur","504"
"und bezahlbarer Wohnraum sind dafür genauso wichtig.","503"
"Die Zahl der älteren und pflegebedürftigen Menschen wird deutlich ansteigen und immer mehr werden allein und ohne Angehörige leben.","706"
"Neue Konzepte für das Zusammenleben und die Gestaltung der Infrastruktur an Wohn-, Pflege- und sozialen Angeboten werden deshalb wichtig.","504"
"Die Angebote für Hilfe im Alter entscheiden darüber, ob der Wunsch nach Selbstbestimmung alter Menschen Wirklichkeit werden kann.","201"
"Für uns ist klar: Pflege muss möglichst wohnortnah organisiert sein,","504"
"sie muss sich an den Bedürfnissen der alten Menschen und ihrer Familien orientieren,","504"
"einer ambulanten Unterstützung den Vorrang einräumen","504"
"und mit kulturellen und religiösen Prägungen sensibel umgehen.","607"
"Finanziert werden kann dies durch eine Pflegebürgerversicherung, in die alle Bürgerinnen und Bürger einzahlen und in die alle Einkunftsarten einbezogen werden.","504"
"Das Altern ist heute vielfältig und bunt geworden.","604"
"Die dominierenden Altersbilder in den zentralen Bereichen der Gesellschaft werden der Vielfalt des Alters nicht gerecht.","604"
"Wir wollen Menschen unterstützen, die sich neue Wohnformen und andere Formen des Zusammenlebens fürs Alter und unterschiedlicher Generationen wünschen, und werden Orte des Zusammentreffens der Generationen fördern, damit die Generationen nicht weiter voneinander abrücken: in Nachbarschaftszentren, in Freiwilligenzentren und an anderen öffentlichen Orten.","606"
"Längst leben viele Ältere aufgrund der erhöhten Arbeitsmobilität nicht mehr im Familienverbund.","604"
"Auch die Zahl der alleinstehenden und kinderlosen Menschen steigt.","604"
"Hier gilt es, die nötige soziale und technische Infrastruktur in den Stadtteilen zu fördern,","411"
"kleine soziale Netze aufzubauen,","606"
"Eigeninitiative zu unterstützen","606"
"und die Menschen in die Gestaltung der Wohnquartiere einzubeziehen.","202"
"6. Ein neuer Generationenvertrag – ein neues Zusammenleben",NA
"Wir werden älter und weniger.","0"
"Eine Zukunftsherausforderung von großer Tragweite liegt im demografischen Wandel, der in strukturschwachen Regionen durch die fortwährende Abwanderung junger Menschen zusätzlich dramatisch verschärft wird.","0"
"Dieser Wandel betrifft nicht nur ökonomische Fragen, sondern er rührt an tief greifende Fragen von Lebensentwürfen, Freiheit und Anerkennung.","0"
"Unser neuer Generationenvertrag soll die Aufgaben und Lasten zwischen Alt und Jung neu verteilen.","503"
"Er darf dabei die Wünsche und Anliegen der Generationen nicht gegeneinander ausspielen, sondern muss vielmehr für mehr Miteinander sorgen.","503"
"Bei der Reform unserer sozialen Sicherungssysteme achten wir darauf, dass sie ein gutes Auskommen und eine gute Versorgung für die Älteren leisten, ohne die Jungen zu überfordern.","503"
"Und wir wollen Orte des Zusammentreffens von Jungen und Alten schaffen – auch jenseits der klassischen Familienbeziehungen, damit die Generationen nicht weiter voneinander abrücken.","606"
"Wer GRÜN wählt ...",NA
"bekommt gute Kitas für jedes Kind.","504"
"bekämpft Kinderarmut und fördert das Leben mit Kindern,durch die schrittweise Einführung einer Kindergrundsicherung für alle Kinder.","504"
"sorgt für mehr Mitspracherechte für Kinder und Jugendliche.","202"
"verbessert die Vereinbarkeit von Familie und Beruf.","701"
"will selbstbestimmt leben bis ins hohe Alter.","201"
"Schlüsselprojekte",NA
"Das Betreuungsgeld abschaffen – gute Kita-Plätze besser ausbauen",NA
"Vielerorts fehlt es an Kita-Plätzen.","504"
"Deshalb müssen wir rasch mehr und auch qualitativ hochwertige Kita-Plätze schaffen.","504"
"Für uns ist klar, dass auch der Bund Verantwortung trägt, denn es muss vieles gleichzeitig geschehen:","504"
"Der ab Augst 2013 geltende Rechtsanspruch muss angemessener finanziert, der Bedarf realistischer geplant werden.","504"
"Damit die Qualität nicht auf der Strecke bleibt, legen wir bundesweite Qualitätsstandards fest.","504"
"Und natürlich braucht es dafür mehr Fachkräfte, die zu einem relevanten Teil auf Hochschulniveau ausgebildet und angemessen bezahlt werden.","506"
"Außerdem fordern wir die Ausweitung des Rechtsanspruchs auf einen Ganztagsplatz in der Kita bzw. in der Kindertagespflege und unterstützen den bedarfsgerechten Ausbau der Ganztagsbetreuung in allen Altersgruppen.","504"
"Wir wollen eine echte Wahlfreiheit für Familien, die nur dadurch gewährleistet ist, dass für alle Familien, die das wollen, auch ein Kitaplatz zur Verfügung steht.","504"
"Das Betreuungsgeld, das Kinder von frühkindlicher Bildung ausschließt, alte Rollenmuster zementiert und den Ausbau der Kitaplätze blockiert, schaffen wir ab.","604"
"So bekommen alle Kinder eine Chance, ihre Potentiale und Interessen zu entfalten, und so schaffen wir die Voraussetzung für eine wirkliche Vereinbarkeit von Beruf und Eltern-Sein.","503"
"Familien mehr Zeit geben – familienfreundliche Arbeitszeitmodelle fördern",NA
"Zeit ist für Familien ein knappes Gut, besonders wenn die Eltern berufstätig sind.","701"
"Wir wollen Müttern und Vätern mehr Flexibilität geben, ihre Arbeitszeiten mit den Anforderungen ihrer Familie in Einklang zu bringen – ohne dass dies immer gleich eine Festlegung für ihre gesamte Berufsbiografie beinhaltet.","701"
"Wir führen ein Rückkehrrecht auf eine Vollzeittätigkeit ein und ergänzen damit das im Teilzeit- und Befristungsgesetz verankerte Recht auf Teilzeit an entscheidender Stelle.","701"
"Auch eine Weiterentwicklung des Teilelterngeldes und eine Flexibilisierung der Elternzeit führen zu mehr Spielraum.","504"
"So bleibt mehr Zeit für die Familien.","603"
"Für eine gerechte Familienförderung – in die Kindergrundsicherung einsteigen",NA
"In unserem reichen Land leben viele Kinder in Armut.","503"
"Unser Ziel ist eine Gesellschaft, in der kein Kind in Armut lebt und in der jedes Kind gleich viel wert ist.","503"
"Jedes Kind, unabhängig vom Einkommen seiner Familie, soll die gleiche finanzielle Unterstützung vom Staat erhalten.","503"
"Wir wollen in der nächsten Legislaturperiode den Einstieg in eine Kindergrundsicherung schaffen.","504"
"In der Kindergrundsicherung gehen Kinderregelsätze, Kinderzuschlag sowie die steuerlichen Kinderfreibeträge vollständig auf.","504"
"Wir wollen dafür auch Mittel nutzen, die durch die Veränderung des Ehegattensplittings frei werden.","504"
"In einem ersten Schritt werden wir unter anderem die Regelsätze für Kinder anheben, damit sie die tatsächlichen Bedarfe der Kinder abdecken.","504"
"Für echte Jugendpartizipation – Wahlalter 16 jetzt!",NA
"Das Wahlrecht ist eines der wichtigsten demokratischen Rechte, die BürgerInnen in einer Demokratie haben, um Entscheidungen zu beeinflussen.","202"
"Wir setzen uns dafür ein, dass Jugendliche endlich an diesen demokratischen Entscheidungsprozessen beteiligt werden.","202"
"Deshalb werden wir das Wahlalter auf allen Ebenen auf 16 Jahre absenken.","202"
"Denn nur so bekommen Jugendliche wirklich eine Stimme.","202"
"Zudem werden wir politische Bildungsprogramme auf allen Ebenen ausbauen, denn mitentscheiden können Jugendliche nur dann, wenn sie die Möglichkeit haben, sich ausreichend über die politische Situation zu informieren.","202"
"I. Intakte Umwelt und gesunde Ernährung für alle",NA
"Wie wir erhalten, was uns erhält",NA
"Jahrzehnte des Umweltschutzes haben unsere Flüsse sauberer, die Luft reiner und die Wälder gesünder gemacht.","501"
"Das haben GRÜNE und Umweltbewegung erreicht, oft im Konflikt mit mächtigen Lobbys und Wirtschaftsinteressen und meistens gegen die Polemik und den Widerstand von CDU, CSU, FDP und viel zu oft auch von der SPD.","305"
"Doch noch immer sind unsere Wälder stark geschädigt, sind über 80 % der Gewässer in einem schlechten Zustand.","501"
"Pestizide aus der Landwirtschaft verunreinigen Lebensmittel und Textilien.","501"
"Allergien und durch eine belastete Umwelt verursachte Erkrankungen nehmen zu, besonders bei Kindern.","501"
"Artensterben, Monokulturen und Flächenverbrauch nehmen stetig zu, unbeeindruckt von Politikerreden.","501"
"Und in den Meeren schwimmen bald mehr Plastikabfälle als Fische.","501"
"Grüne Politik minimiert die Belastungen für unsere Umwelt, damit wir alle gesünder leben können.","501"
"Wir wollen die Vielfalt der Natur für uns und nachkommende Generationen bewahren.","501"
"Dazu müssen wir uns von einem auf quantitatives Wachstum verengten Wohlstandsbegriff lösen.","416"
"Wir müssen wegkommen von Agrarfabriken und Massentierhaltung hin zu einer naturverträglichen bäuerlichen Landwirtschaft.","501"
"Erdbeeren im Winter, Clementinen im Sommer, das ganze Jahr über Spargel – der ökologische Preis für die immerwährende Verfügbarkeit von nicht saisonalem Obst und Gemüse ist hoch.","501"
"Was wir alle wissen, aber zu oft vergessen: Wir haben die Erde nur von unseren Kindern geborgt.","501"
"Für ein Leben, das wieder stärker im Einklang mit der Natur ist, brauchen wir eine Übereinkunft, wie wir mit unserer Umwelt umgehen und wie wir die Vielfalt der Arten erhalten und Lebensräume schützen.","501"
"Umweltschutz ist auch eine elementare Gerechtigkeitsfrage und die Voraussetzung für gesellschaftliche Teilhabe.","503"
"Denn es sind im-mer die Ärmsten, die im Wettstreit um schwindende Ressourcen den Kürzeren ziehen – weltweit und auch bei uns in Deutschland.","503"
"Lärm und Abgase treffen gerade die, die sich keine teure Wohngegend leisten können.","503"
"Aber sauberes Wasser, gesunde Lebensmittel und gute Luft dürfen ebenso wenig wie der Schutz vor gesundheitsschädlichem Lärm keine Frage des Geldbeutels sein.","503"
"Menschen, die durch Arbeit oder Umwelt erkranken, brauchen eine adäquate Behandlung.","504"
"Wohl in keinem anderen Politikbereich wird so deutlich wie in der Umweltpolitik, um was es geht: Lebensgrundlagen erhalten, Vorsorge treffen, Zukunft schaffen.","501"
"Die Herausforderungen sind gewaltig, die Widerstände groß.","501"
"Nicht nur die Politik muss sich ändern, sondern auch die Art, wie wir leben und wirtschaften.","501"
"Dafür braucht es informierte Verbraucherinnen und Verbraucher, mutige Umwelt-, Natur- und TierschützerInnen sowie engagierte Landwirtinnen und Landwirte, die regionale und Bioprodukte herstellen, den Tierschutz in der Tierhaltung umsetzen und die Landschaft und Natur pflegen.","501"
"Jeder kann sich für eine bessere Umwelt einmischen mit dem Einkaufskorb – im Bioladen und im Discounter.","501"
"Dafür braucht es eine klare und verlässliche Kennzeichnung für ökologische, regionale und faire Produkte.","403"
"Zudem ist es wichtig, dass Kinder Kompetenzen im Umgang mit Natur und Umwelt entwickeln.","506"
"Deshalb wollen wir für eine nachhaltige Umweltbildung sorgen, die Werte vermittelt und Kinder motiviert, die Natur zu erleben und erhalten zu wollen.","506"
"1. Intakte Umwelt, gesundes Leben",NA
"Umweltbelastungen wollen wir durch strenge Grenzwerte auf ein Minimum zurückfahren.","501"
"Die EU-Chemikalienverordnung REACH wollen wir so verbessern, dass nur unbedenkliche Chemikalien auf den Markt kommen und gefährliche Stoffe durch unbedenkliche ersetzt werden.","501"
"Uns GRÜNEN ist klar, dass der Chemie bei dem ökologischen Umbau der Industriegesellschaft eine Schlüsselrolle zukommt.","501"
"Daher wollen wir eine Chemiewende und die Herstellung und Nutzung umweltfreundlicher, gesundheitlich unbedenklicher Chemikalien vorantreiben.","501"
"Wir wollen, dass die Hersteller für das Inverkehrbringen gefährlicher Stoffe haften.","501"
"Intakte Böden, sauberes Wasser und reine Luft sind eine Grundvoraussetzung für ein gesundes Leben.","501"
"Wir wollen europaweit ehrgeizige Vorgaben für den Bodenschutz durchsetzen.","501"
"Die deutsche Blockade der europäischen Bodenrahmenrichtlinie wollen wir beenden","501"
"und die Einbeziehung des Bodenschutzes in die verschiedenen Fachgesetze verstärken, um neue Bodenbelastungen durch Schadstoffeintrag oder Erosion möglichst zu vermeiden.","501"
"Wir streben, in Abstimmung mit den Ländern, eine Sanierung aller Altlasten bis zum Jahr 2050 an, bei denen das fachlich geboten ist.","501"
"Für die Gewässer und das Grundwasser gilt es, die Vorgaben der EG-Wasserrahmenrichtlinie zu erreichen und den sogenannten guten ökologischen Zustand bzw. den guten mengenmäßigen und chemischen Zustand schnellstmöglich herzustellen.","501"
"Salzeinleitungen in Flüsse müssen beendet werden.","501"
"Die Grenzwerte für Luftschadstoffe wie Quecksilber, Stickoxide und Feinstaub wollen wir weiter senken.","501"
"Darüber hinaus setzen wir uns erneut für die Abschaffung von Ausnahmetatbeständen bei der Abfallmitverbrennung und die Einführung von ambitionierten Grenzwerten auch für weitere Stoffgruppen ein.","501"
"Die Förderung von unkonventionellem Erdgas insbesondere mittels giftiger Chemikalien („Fracking“) lehnen wir wegen der unabsehbaren Gefahren für Gesundheit und Umwelt ab.","501"
"Sie behindern zudem Klimaschutz und Energiewende.","501"
"Für bestehende konventionelle Erdgas- und Erdölförderungen wollen wir die Länder unterstützen, den Förderzins deutlich zu erhöhen.","501"
"Auch den Bedrohungen durch das Eisenhydroxid aus dem Braunkohletagebau wollen wir Einhalt gebieten","501"
"und bei der konventionellen Förderung von Rohstoffen in Deutschland legen wir größten Wert auf Umweltschutz und Transparenz.","501"
"In Wohnungen, Büros und Klassenzimmern ist die Schadstoffbelastung der Luft heute teilweise höher als draußen.","501"
"Deshalb brauchen wir strengere gesundheitliche Anforderungen etwa für Baustoffe oder Bürogeräte.","501"
"Lärm und Lichtverschmutzung sind inzwischen massive Probleme für Natur und Gesundheit.","501"
"Lärm stresst und macht auf Dauer krank.","501"
"Insbesondere bei öffentlichen Gebäuden und öffentlichen Orten soll besonders auf den Einsatz von lärmreduzierenden, die Raumakustik verbessernden Materialien geachtet und auf unnötige Beschallung verzichtet werden.","501"
"Wie wir Lärm im Verkehr vermeiden wollen, haben wir im Kapitel „Nachhaltige Mobilität für alle“ beschrieben.","501"
"Es gibt Hinweise auf Gesundheitsrisiken durch Elektrosmog.","501"
"Wegen der Komplexität von Krankheitsauslösern und Krankheitsbildern in einer schadstoffreichen Welt lassen sich die Risiken nicht exakt bewerten.","501"
"Deshalb muss hier das Vorsorgeprinzip greifen.","501"
"Wir setzen uns ein für vorsorgeorientierte und kindgerechte Grenzwerte.","501"
"Kommunen und Bevölkerung sollen bei der Standortwahl für Funkmasten mehr Mitwirkungsrechte erhalten.","202"
"2. Die Vielfalt der Natur schützen",NA
"Jeden Tag werden Tier- und Pflanzenarten vom Menschen ausgerottet.","501"
"In Deutschland sind 40 % der Wirbeltierarten in ihrem Be-stand bedroht oder bereits ausgestorben.","501"
"Ihre Lebensräume werden zerschnitten oder zerstört, Rückzugsgebiete gibt es nur noch wenige.","501"
"Damit sägen wir an dem Ast, auf dem wir alle sitzen.","501"
"Denn als Teil der Natur kann der Mensch nur leben, wenn er seine natürlichen Lebensgrundlagen bewahrt.","501"
"Wir GRÜNE wollen die Vielfalt der Natur, den Reichtum ihrer Arten und die Schönheit naturnaher Landschaften flächendeckend schützen und für nachfolgende Generationen erhalten.","501"
"Auch unsere Kinder sollen noch Störche sehen sowie Moore und alte Buchenwälder erleben können!","501"
"Mehr „Wildnis“ in Form von intakten Biotopen wie Mooren, Auwäldern oder „Urwäldern“ sind für uns faszinierende Aussichten, für die es sich lohnt, Politik zu machen.","501"
"In Städten werden wir uns dafür einsetzen, die Straßenbäume zu schützen und Naturerlebnisräume für Kinder und Jugendliche einzurichten.","501"
"Sie sollen auch ihre eigenen Lebensgrundlagen gesichert vorfinden!","501"
"Wir verstehen Naturschutz als ressortübergreifenden Politikansatz.","501"
"Deshalb wollen wir den Naturschutz in allen Politikbereichen verankern – von der Umweltbildung über nachhaltige Entwicklung, Land-und Waldwirtschaft bis zur Verkehrsplanung.","501"
"Dafür wollen wir auch die Zusammenarbeit des Bundes und der Länder nutzen und die gesetzlichen Kompetenzspielräume hierfür stärken.","501"
"Wir wollen die Schutzgebiete für bedrohte Natur und gefährdete Arten u. a. durch entsprechende Managementpläne wirksam schützen, besser vernetzen und neue schaffen.","501"
"Wir wollen das deutsche Naturschutzrecht im Rahmen der bewährten bestehenden EU-Naturschutzrichtlinien modernisieren.","501"
"Das Bundesprogramm Biologische Vielfalt wollen wir zu einem ressortübergreifenden Regierungsprogramm aufwerten und finanziell aufstocken.","501"
"Wo sich Eingriffe in die Natur und Landschaft nicht vermeiden lassen, muss der Schaden vorrangig real ausgeglichen werden.","501"
"Immer noch fallen in Deutschland täglich rund 80 Hektar neuen Bau- und Verkehrsprojekten zum Opfer.","501"
"Das entspricht pro Jahr in etwa dem Stadtgebiet von München.","501"
"Damit gehen langfristig wichtige land-und forstwirtschaftliche Flächen sowie geschützte Gebiete verloren.","501"
"Wir wollen den Nettoflächenverbrauch bis 2020 auf höchstens 30 Hektar am Tag reduzieren und langfristig ganz stoppen.","501"
"Wir wollen Abgaben und Steuern mit ökologisch wirksamen Komponenten versehen (z. B. die Grundsteuer), damit die Nutzung von Brachflächen, Entsiegelung und Rückbau attraktiver wird als Neuversiegelung.","501"
"Flüsse sollen frei fließen, Wälder sich naturnah entwickeln können.","501"
"Daher wollen wir 5 % der Waldfläche, darunter 10 % der öffentlichen Wälder, aus der forstwirtschaftlichen Nutzung nehmen und auf den anderen 95 % eine naturnahe Waldnutzung erreichen.","501"
"Dafür wollen wir das Waldgesetz nach ökologischen Standards novellieren.","501"
"Das Jagdrecht soll sich an der naturnahen Waldwirtschaft, einer umweltverträglichen Landwirtschaft, den Belangen des Naturschutzes und den Erfordernissen des Tierschutzes ausrichten.","501"
"Wir wollen die letzten noch frei fließenden Flüsse in Deutschland erhalten.","501"
"Einen weiteren Ausbau von Elbe und Donau sowie naturnaher Abschnitte aller anderen Flüsse lehnen wir daher ab.","501"
"Flussauen sollen – auch im Sinne des Hochwasserschutzes – im Rahmen eines nationalen Programms renaturiert werden.","501"
"Den Umbau der Bundeswasserstraßenverwaltung wollen wir im Sinne einer Verwaltung für ökologisch intakte Flüsse fortsetzen.","501"
"Die Sicherung des nationalen Naturerbes muss durch eine Übertragung von weiteren 30.000 Hektar Naturschutzflächen fortgeführt und gefördert werden.","501"
"Der Bund bietet den Ländern oder anerkannten Stiftungen alle naturschutzwürdigen Flächen aus seinem Eigentum zum ausschließlichen Zweck der Sicherung des nationalen Naturerbes kostenfrei zur Übernahme an.","501"
"Auf zunächst 2 % der Landesfläche soll sich die Natur ungestört entwickeln können.","501"
"Wir wollen die Verschmutzung und Verlärmung der Meere stoppen, die globale Überfischung beenden sowie Nord- und Ostsee konsequenter schützen.","501"
"Um die weltweite Ernährungssicherheit nicht zu gefährden, muss die EU vor allem ihre Fischereiaktivitäten vor den Küsten von Entwicklungsländern stark einschränken und besser kontrollieren.","501"
"Die weitgehende Vermeidung von Beifang und die Umsetzung des EU-Rückwurfverbots wollen wir auf nationaler Ebene ambitioniert durchsetzen.","501"
"Deutschland muss sich auf globaler Ebene intensiv für ein weltweites Netzwerk von Meeresschutzgebieten engagieren.","501"
"Wir wollen die umweltschonende Beseitigung von versenkter Weltkriegsmunition in Nord- und Ostsee intensivieren.","501"
"Wir setzen uns gegen den hemmungslosen Abbau von Rohstoffen in der Tiefsee, der Arktis und an Land ein, um einmalige und noch weitgehend unberührte Lebensräume zu erhalten.","501"
"Auch muss Deutschland seine Zusagen zum Schutz der Regenwälder und der biologischen Vielfalt einhalten und wieder zu einem verlässlichen Partner im Bereich des internationalen Artenschutzes werden, der sich für ein Ende der dramatischen Plünderung der Urwälder und Wildtierbestände einsetzt.","501"
"Wir wollen Entwicklungs- und Schwellenländer beim Schutz ihrer natürlichen Ressourcen unterstützen.","107"
"Doch das allein reicht nicht aus: Internationale Finanzierungsmechanismen zum Schutz der Biodiversität müssen starke ökologische und soziale Leitplanken erhalten, um Menschenrechte und die Rechte indigener Völker zu stärken.","201"
"3. Besser leben mit weniger Ressourcen",NA
"Um die ökologischen Grenzen unseres Planeten nicht zu verletzen, müssen wir unseren Ressourcenverbrauch absolut reduzieren – wir müssen also insgesamt weniger verbrauchen.","501"
"Dies ist nur mit einer konsequenten Politik des ressourcenleichten Wirtschaftens und einem Überdenken unserer Konsumgewohnheiten und Lebensstile möglich.","416"
"Wir wollen dies mit einem systematischen Ansatz erreichen, der mögliche Rebound-Effekte (erhöhter Verbrauch nach Effizienzsteigerungen) verhindert.","501"
"Das kann durch das Setzen fester Obergrenzen für Ressourcenverbrauch oder Emissionen erreicht werden, aber auch, indem wir umweltschädliche Subventionen streichen, Einfluss auf die Preisgestaltung von Ressourcen nehmen und nachhaltige Lebensstile ermöglichen und fördern","501"
"Für ein rohstoffarmes Land ist ressourceneffizientes Wirtschaften unverzichtbar.","408"
"Ressourceneffizienz senkt die Abhängigkeit von Rohstoffen, macht Unternehmen wettbewerbsfähiger und schont Umwelt und Klima.","416"
"Wir wollen den absoluten Ressourcenverbrauch unserer Gesellschaft verringern und mehr Lebensqualität bei gleichzeitig weniger Rohstoffverbrauch erreichen.","416"
"Mit einer flächendeckenden und verbraucherfreundlichen Wertstoffsammlung bei Haushalten und Gewerbe legen wir die Grundlage für eine hochwertige Kreislaufwirtschaft.","501"
"Hersteller wollen wir in die Verantwortung nehmen, schon bei der Produktion auf ein ökologisch optimiertes Design und hochwertiges Recycling zu achten.","501"
"Dazu könnte zum Beispiel eine Ressourcenabgabe mit ökologischer Lenkungswirkung beitragen.","501"
"Wie wollen Abfallvermeidung als gesetzliches Ziel festschreiben,","501"
"Mehrwertquoten fördern","501"
"und bessere Rahmenbedingungen für Wiederverwendung und Reparatur schaffen.","501"
"Dadurch und durch längere Gewährleistungsfristen sagen wir der Wegwerfgesellschaft den Kampf an.","501"
"Die Einwegflasche aus Plastik wollen wir zurückdrängen, u. a. durch eine Abgabe auf Einwegverpackungen.","501"
"Auch Plastiktüten wollen wir mit einer Umweltabgabe belegen und umweltfreundliche Alternativen zu Plastikverpackungen fördern.","501"
"Das derzeitige System der Wertstofferfassung muss grundsätzlich geändert werden, um den Anteil der stofflichen Verwertung deutlich zu erhöhen und Recyclingziele für kritische Rohstoffe zu entwickeln.","501"
"Die Verpackungsverordnung wollen wir ablösen, die dualen Systeme durch eine zentrale Stelle auf Bundesebene ersetzen.","501"
"Unser Elektroschrott landet oft illegal in fernen Ländern.","501"
"Wir wollen illegale Exporte verhindern und gemeinsam mit Handel und Herstellern effektive Rücknahmesysteme einführen, als ersten Schritt ein Handypfand.","501"
"Viele Menschen versuchen bereits heute, beim Einkauf und in ihrem persönlichen Verhalten ihren ökologischen Fußabdruck zu verringern.","501"
"Wir fördern diesen individuellen und gesellschaftlichen Wandel der Lebensstile, indem wir uns für umweltfreundliche Mobilität einsetzen, Energiesparen belohnen und die ökologisch-regionale Erzeugung von Lebensmitteln voranbringen.","501"
"Damit ermöglichen wir mehr und mehr Menschen, ein ressourcenleichtes Leben zu führen.","501"
"Und mit der solidarischen Ökonomie unterstützen wir diejenigen Organisationen vor Ort, die schon heute Experimentierräume für nachhaltige Produktions- und Konsummuster von morgen bieten.","416"
"4. Die Zukunft der Landwirtschaft ist grün",NA
"Wir GRÜNE stehen für eine regional verankerte, ökologische und multifunktionelle Landwirtschaft.","416"
"Grüne Landwirtschaft produziert nicht nur gesunde und hochwertige Lebensmittel und Rohstoffe, sondern bewahrt unsere Ökosysteme und natürlichen Ressourcen, sie pflegt unsere Kulturlandschaften und ist ein nachhaltiges Rückgrat für die Wirtschaft und die Lebensqualität im ländlichen Raum.","416"
"Die industrialisierte Landwirtschaft dagegen verschärft viele Umweltprobleme.","416"
"Pestizide, Mineraldünger und gefährliche Keime verschmutzen Gewässer und Böden.","416"
"Monokulturen verdrängen biologische Vielfalt.","416"
"Wir wollen die Agrarwirtschaft vom Teil des Problems zu einem Teil der Lösung machen.","416"
